# Program:featureCounts v1.6.2; Command:"featureCounts" "-a" "/rhome/cahme002/bigdata/lncRNA/annotation/gencode.v19.long_noncoding_RNAs.gtf" "-o" "/rhome/cahme002/bigdata/lncRNA/count_file/count_file.csv" "-T" "9" "-t" "exon" "-g" "gene_id" "/rhome/cahme002/bigdata/lncRNA/bam_file/flowcell974_lane1_pair1_ACAGTG.fastq.gz.trimmed.sam.sort.bam" "/rhome/cahme002/bigdata/lncRNA/bam_file/flowcell974_lane1_pair1_ATCACG.fastq.gz.trimmed.sam.sort.bam" "/rhome/cahme002/bigdata/lncRNA/bam_file/flowcell974_lane1_pair1_CAGATC.fastq.gz.trimmed.sam.sort.bam" "/rhome/cahme002/bigdata/lncRNA/bam_file/flowcell974_lane1_pair1_CGATGT.fastq.gz.trimmed.sam.sort.bam" "/rhome/cahme002/bigdata/lncRNA/bam_file/flowcell974_lane1_pair1_CTTGTA.fastq.gz.trimmed.sam.sort.bam" "/rhome/cahme002/bigdata/lncRNA/bam_file/flowcell974_lane1_pair1_GCCAAT.fastq.gz.trimmed.sam.sort.bam" "/rhome/cahme002/bigdata/lncRNA/bam_file/flowcell974_lane1_pair1_GGCTAC.fastq.gz.trimmed.sam.sort.bam" "/rhome/cahme002/bigdata/lncRNA/bam_file/flowcell974_lane1_pair1_TAGCTT.fastq.gz.trimmed.sam.sort.bam" "/rhome/cahme002/bigdata/lncRNA/bam_file/flowcell974_lane1_pair1_TTAGGC.fastq.gz.trimmed.sam.sort.bam" 
Geneid	Chr	Start	End	Strand	Length	/rhome/cahme002/bigdata/lncRNA/bam_file/flowcell974_lane1_pair1_ACAGTG.fastq.gz.trimmed.sam.sort.bam	/rhome/cahme002/bigdata/lncRNA/bam_file/flowcell974_lane1_pair1_ATCACG.fastq.gz.trimmed.sam.sort.bam	/rhome/cahme002/bigdata/lncRNA/bam_file/flowcell974_lane1_pair1_CAGATC.fastq.gz.trimmed.sam.sort.bam	/rhome/cahme002/bigdata/lncRNA/bam_file/flowcell974_lane1_pair1_CGATGT.fastq.gz.trimmed.sam.sort.bam	/rhome/cahme002/bigdata/lncRNA/bam_file/flowcell974_lane1_pair1_CTTGTA.fastq.gz.trimmed.sam.sort.bam	/rhome/cahme002/bigdata/lncRNA/bam_file/flowcell974_lane1_pair1_GCCAAT.fastq.gz.trimmed.sam.sort.bam	/rhome/cahme002/bigdata/lncRNA/bam_file/flowcell974_lane1_pair1_GGCTAC.fastq.gz.trimmed.sam.sort.bam	/rhome/cahme002/bigdata/lncRNA/bam_file/flowcell974_lane1_pair1_TAGCTT.fastq.gz.trimmed.sam.sort.bam	/rhome/cahme002/bigdata/lncRNA/bam_file/flowcell974_lane1_pair1_TTAGGC.fastq.gz.trimmed.sam.sort.bam
ENSG00000272138.1	chr8;chr8;chr8;chr8;chr8;chr8;chr8	80680377;80689574;80692243;80695964;80712796;80714722;80714722	80680453;80689634;80692369;80696001;80712925;80715077;80715034	+;+;+;+;+;+;+	789	10	0	11	7	6	17	19	0	3
ENSG00000249328.2	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	80681607;80683802;80714346;80732704;80732804;80733363;80742736;80782259;80783804;80783804	80683240;80683857;80714432;80732750;80732846;80733545;80742816;80782391;80783994;80783972	-;-;-;-;-;-;-;-;-;-	2455	18	1	26	5	7	21	10	16	1
ENSG00000272518.1	chr8	80868700	80869616	-	917	48	23	30	15	20	25	15	20	11
ENSG00000272264.1	chr8	80944959	80945535	-	577	13	13	14	8	3	8	1	10	3
ENSG00000254205.1	chr8;chr8	81035087;81039804	81035348;81039905	+;+	364	2	0	3	1	4	5	1	4	1
ENSG00000253238.1	chr8;chr8;chr8;chr8	81178389;81186340;81201052;81252036	81178467;81186478;81201237;81252075	+;+;+;+	444	0	0	1	1	1	1	3	0	1
ENSG00000251867.2	chr8;chr8	81396796;81396824	81397854;81396918	-;-	1059	24	17	28	18	16	36	22	20	18
ENSG00000254162.1	chr8;chr8	81447241;81451177	81450812;81451370	-;-	3766	2	10	8	2	7	15	11	4	3
ENSG00000260317.1	chr8	81453535	81455339	+	1805	49	15	53	21	25	38	21	27	16
ENSG00000254060.1	chr8;chr8;chr8	81949199;81951614;81952995	81949503;81951781;81953066	+;+;+	545	0	0	0	0	0	0	0	0	0
ENSG00000254177.1	chr8;chr8	81970758;81979710	81970918;81979979	+;+	431	1	0	0	0	0	0	0	0	0
ENSG00000253214.1	chr8;chr8;chr8;chr8;chr8;chr8	82066514;82066565;82069849;82070817;82070817;82076519	82066641;82066641;82070038;82071318;82070945;82076834	+;+;+;+;+;+	1136	4	3	12	6	3	8	4	2	4
ENSG00000272425.1	chr8	82187634	82189805	-	2172	1	1	1	2	0	2	0	0	2
ENSG00000254027.1	chr8;chr8;chr8;chr8	82192106;82192122;82192830;82193568	82192611;82192611;82192910;82193681	-;-;-;-	701	74	146	67	146	38	72	60	43	113
ENSG00000253859.2	chr8;chr8;chr8;chr8	82351671;82352226;82410152;82433942	82351865;82352328;82410287;82434053	+;+;+;+	546	0	0	0	0	0	1	0	0	0
ENSG00000253374.1	chr8;chr8;chr8;chr8;chr8;chr8;chr8	82433853;82433870;82438078;82438078;82438509;82438509;82445157	82434052;82434052;82438199;82438199;82438760;82438691;82445510	+;+;+;+;+;+;+	928	0	0	2	0	0	2	0	0	0
ENSG00000253334.1	chr8;chr8	82704058;82727575	82704160;82727949	+;+	478	57	26	43	36	27	37	29	21	13
ENSG00000254689.1	chr8;chr8	82797612;82835027	82797675;82835428	+;+	466	0	0	0	0	0	0	2	0	0
ENSG00000254123.1	chr8;chr8;chr8;chr8;chr8;chr8	83010686;83020800;83063993;83063993;83072652;83072765	83011355;83020948;83064176;83064097;83072777;83072812	-;-;-;-;-;-	1164	0	0	0	0	0	0	0	0	0
ENSG00000253503.1	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	83426803;83435468;83435571;83438280;83438280;83448471;83476417;83500400;83542158;83589353	83426896;83435601;83435601;83438333;83438333;83448642;83476450;83500478;83542270;83589388	-;-;-;-;-;-;-;-;-;-	716	0	0	1	0	1	2	0	0	1
ENSG00000253836.1	chr8;chr8;chr8;chr8;chr8;chr8	83775014;83777702;83794050;83794495;83829042;83870875	83775345;83777885;83794126;83794585;83829114;83870931	-;-;-;-;-;-	814	0	0	0	0	0	0	0	0	0
ENSG00000254394.1	chr8;chr8;chr8;chr8	83824339;83825174;83873431;83874020	83824613;83825258;83873544;83874161	+;+;+;+	616	0	0	0	0	0	0	0	0	0
ENSG00000253898.1	chr8;chr8	84315993;84319927	84316304;84321135	+;+	1521	1	0	0	0	0	0	0	7	1
ENSG00000254202.1	chr8;chr8;chr8;chr8	84824948;84956779;84996384;85052158	84825070;84956839;84996478;85052518	+;+;+;+	640	0	0	0	0	0	0	0	0	0
ENSG00000260493.1	chr8;chr8;chr8;chr8	86084312;86084673;86088034;86089066	86084552;86084707;86089297;86089276	-;-;-;-	1540	0	2	3	0	0	2	5	0	1
ENSG00000254208.1	chr8;chr8	86089757;86090195	86090033;86090385	-;-	468	8	19	6	16	11	18	3	5	8
ENSG00000253549.1	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	86354080;86354276;86368852;86374965;86374965;86374965;86375161;86376457;86376811	86354466;86354466;86369092;86375030;86375030;86375030;86375283;86376562;86377144	-;-;-;-;-;-;-;-;-	1257	12	3	11	3	8	15	9	12	1
ENSG00000254380.1	chr8;chr8;chr8	86436128;86436806;86452574	86436354;86437088;86452740	+;+;+	677	0	0	0	0	0	0	0	0	0
ENSG00000253154.1	chr8;chr8;chr8;chr8;chr8;chr8	86851934;86898164;86901752;86901808;86920542;86963073	86852014;86898223;86901882;86901882;86920842;86963312	+;+;+;+;+;+	813	0	0	0	0	0	0	0	0	0
ENSG00000253675.1	chr8;chr8;chr8;chr8	87111194;87165663;87166252;87166297	87111312;87165842;87166435;87166454	-;-;-;-	502	0	0	0	0	0	2	2	0	0
ENSG00000253699.1	chr8;chr8;chr8;chr8;chr8	87192647;87198876;87208116;87212370;87224424	87192848;87198935;87208230;87212451;87224465	+;+;+;+;+	501	0	0	0	0	0	0	0	0	0
ENSG00000254231.1	chr8;chr8;chr8;chr8;chr8;chr8	87345503;87347932;87350162;87350349;87355311;87355311	87346428;87347990;87350616;87350616;87355421;87355543	-;-;-;-;-;-	1673	19	0	11	2	13	13	11	2	2
ENSG00000254115.1	chr8;chr8;chr8	87719775;87773064;87777021	87720222;87773188;87777251	+;+;+	804	0	0	0	0	0	0	0	0	0
ENSG00000253778.1	chr8;chr8;chr8;chr8;chr8;chr8	87778163;87784524;87796101;87827462;87828741;87830671	87778325;87784701;87796208;87827545;87828852;87830786	+;+;+;+;+;+	761	0	0	0	0	0	0	0	0	0
ENSG00000253500.1	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	88554214;88578398;88578708;88648829;88648829;88659145;88659145;88717937;88746003;88763435;88763435;88767880;88767880	88554717;88579209;88579209;88648878;88648878;88659257;88659257;88717969;88746071;88763545;88763545;88767946;88767923	-;-;-;-;-;-;-;-;-;-;-;-;-	1759	1	0	4	0	0	3	0	1	0
ENSG00000253171.1	chr8;chr8;chr8;chr8;chr8;chr8	88986393;89015955;89022371;89022745;89024312;89031284	88986535;89016031;89022434;89022931;89024429;89031341	+;+;+;+;+;+	647	0	0	1	0	0	0	2	0	0
ENSG00000253553.1	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	89339065;89340073;89340073;89341158;89341158;89341158;89554833;89554846;89554909;89554909;89712520;89712521;89721559;89721559;89721559;89747954	89339421;89340127;89340127;89341696;89341281;89341225;89554988;89555059;89555039;89554980;89712578;89712578;89721920;89721956;89721769;89749363	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3045	3	0	0	2	0	2	4	0	1
ENSG00000271156.1	chr8	89820547	89821137	-	591	0	0	0	0	0	0	0	0	0
ENSG00000251136.4	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	90621638;90623585;90623663;90624013;90627412;90627412;90629158;90629222;90629308;90632912;90635314;90640384;90640394;90641382;90641382;90729656;90733132;90733172;90734243;90734243;90734243;90736857;90736857;90737746;90768463;90769273;90769273;90769273;90769273	90621723;90624218;90623699;90624218;90627534;90627534;90629385;90629385;90629386;90633104;90635433;90640528;90640528;90641479;90641499;90729956;90733602;90733602;90734384;90734384;90734578;90737158;90737194;90737869;90768838;90769592;90769939;90769422;90769955	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4277	301	69	224	74	149	266	202	236	39
ENSG00000253394.1	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	91233716;91233716;91233745;91233766;91233875;91258408;91258408;91258408;91258408;91363769;91399795;91399795;91399795;91466637;91581363	91233974;91233738;91233974;91233974;91233974;91258498;91258498;91258498;91258498;91363894;91400180;91400373;91400216;91466751;91581546	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1354	0	0	1	0	0	1	0	0	0
ENSG00000254180.1	chr8;chr8;chr8;chr8;chr8	91546839;91566579;91574457;91631177;91632239	91546854;91566894;91574568;91631250;91632298	-;-;-;-;-	578	0	0	2	0	0	0	0	0	1
ENSG00000253799.1	chr8;chr8;chr8	91605032;91606060;91617996	91605331;91606199;91618293	-;-;-	738	0	0	2	0	0	3	0	0	1
ENSG00000246792.2	chr8;chr8;chr8;chr8;chr8;chr8;chr8	91658669;91658686;91660706;91660706;91660976;91663632;91668742	91658861;91659111;91663985;91660969;91661093;91663790;91668826	+;+;+;+;+;+;+	3808	6	10	6	7	2	2	3	7	8
ENSG00000254251.1	chr8;chr8;chr8;chr8	91818702;91824884;91825133;91871287	91818957;91825022;91825388;91871468	-;-;-;-	833	2	2	3	0	2	4	2	0	1
ENSG00000253358.1	chr8;chr8	92028816;92030637	92028966;92030883	+;+	398	105	39	88	59	32	102	47	38	43
ENSG00000254219.1	chr8;chr8;chr8;chr8;chr8	92054918;92055696;92055760;92056849;92056849	92055183;92055903;92055903;92056961;92056990	-;-;-;-;-	616	1	0	1	0	1	0	5	1	0
ENSG00000253738.1	chr8;chr8;chr8;chr8;chr8	92072137;92080139;92081807;92082159;92082159	92075974;92082050;92082050;92082417;92082351	-;-;-;-;-	6009	2354	1630	2091	1995	1178	2285	1721	1407	1419
ENSG00000253901.1	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	92555152;92558603;92577208;92785298;92785298;92873703;92919502;92919502	92555162;92558682;92577369;92785427;92785424;92873807;92919681;92919847	-;-;-;-;-;-;-;-	834	1	0	0	0	0	0	0	0	0
ENSG00000253576.1	chr8;chr8	92988136;92989380	92988278;92989646	+;+	410	0	0	0	0	0	0	0	0	0
ENSG00000253682.1	chr8;chr8;chr8;chr8;chr8;chr8	93415773;93416163;93420260;93422104;93422558;93425609	93415881;93416313;93420297;93422168;93422697;93425873	-;-;-;-;-;-	768	0	0	0	0	0	0	0	0	0
ENSG00000253749.1	chr8;chr8	93433078;93433761	93433289;93434026	-;-	478	0	0	0	0	0	0	0	0	0
ENSG00000253371.1	chr8;chr8;chr8	93512811;93514588;93521836	93513132;93514670;93522044	-;-;-	614	0	0	0	0	0	0	0	0	0
ENSG00000253634.1	chr8;chr8;chr8;chr8;chr8	93577671;93581231;93640329;93666170;93667671	93577798;93581294;93640451;93666389;93667722	-;-;-;-;-	587	0	0	0	0	0	0	0	0	0
ENSG00000253177.1	chr8;chr8;chr8;chr8	93681064;93681116;93689817;93691037	93681195;93681195;93689911;93691822	+;+;+;+	1013	0	0	1	0	0	1	0	0	0
ENSG00000248858.3	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	93711970;93711978;93725190;93730627;93730627;93730627;93770732;93777671;93798204;93889811	93712217;93712217;93728350;93730746;93730746;93730746;93770770;93777806;93798288;93889865	-;-;-;-;-;-;-;-;-;-	3844	1	1	1	0	1	0	3	4	0
ENSG00000254020.1	chr8;chr8	93735252;93737231	93735412;93737339	-;-	270	0	0	0	0	0	0	0	0	0
ENSG00000253577.1	chr8;chr8;chr8	93777930;93788334;93788592	93778171;93788439;93788679	+;+;+	436	0	0	1	0	0	4	3	0	0
ENSG00000253197.1	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	93895212;93895213;93899122;93933644;93933644;93938518;93940168;93940168;93941744;93953340;93977539	93895285;93895285;93899171;93933694;93933694;93938598;93940259;93940259;93941826;93953520;93977873	+;+;+;+;+;+;+;+;+;+;+	947	1	1	4	1	1	2	0	3	1
ENSG00000246662.2	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	94225531;94225539;94225556;94262882;94304829;94315153;94352404;94358695;94358921;94374748;94374748;94402765;94403299;94432995;94543446;94576250;94671655;94675574;94694771;94695582;94712164	94225749;94225749;94225749;94262951;94304914;94315262;94352485;94359134;94359134;94374806;94374806;94402893;94403451;94433108;94543533;94576346;94671807;94675676;94694886;94695659;94712661	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2595	2	2	2	1	0	2	4	2	1
ENSG00000253960.1	chr8;chr8;chr8;chr8	94228154;94229678;94240652;94247051	94228373;94229796;94240787;94247107	-;-;-;-	532	0	0	0	0	0	0	0	0	0
ENSG00000254089.1	chr8;chr8;chr8	94271895;94305882;94310044	94271933;94305942;94310204	+;+;+	261	0	0	0	0	0	0	2	0	0
ENSG00000271971.1	chr8	94727606	94728341	-	736	72	45	62	39	50	102	51	43	35
ENSG00000253854.1	chr8;chr8	94731802;94732997	94732341;94733395	+;+	939	36	25	27	19	16	50	19	42	18
ENSG00000253722.1	chr8;chr8	94745444;94746124	94746012;94746250	+;+	696	295	240	266	237	133	325	161	217	146
ENSG00000253848.1	chr8;chr8	94753421;94756500	94753687;94756762	+;+	530	3	1	6	3	0	6	6	4	0
ENSG00000254057.1	chr8;chr8	94846682;94858802	94847039;94858971	-;-	528	1	1	6	1	0	6	1	2	1
ENSG00000264448.2	chr8;chr8	94927962;94928250	94928910;94928347	-;-	949	1	3	4	2	2	0	2	0	1
ENSG00000253585.1	chr8;chr8;chr8	95109992;95112828;95116497	95110505;95112927;95116550	-;-;-	668	0	0	0	0	0	0	0	0	0
ENSG00000254315.1	chr8;chr8	95545856;95546166	95545892;95546619	+;+	491	0	1	1	0	0	0	0	0	0
ENSG00000253704.1	chr8;chr8	95565950;95580371	95566135;95581973	+;+	1789	23	10	19	10	6	18	13	19	5
ENSG00000261437.1	chr8	95649513	95651695	-	2183	18	13	9	17	8	20	8	3	18
ENSG00000254307.2	chr8;chr8;chr8;chr8	95803871;95804460;95804959;95805031	95804505;95804585;95805334;95805191	-;-;-;-	1091	550	445	506	541	238	595	368	336	390
ENSG00000272509.1	chr8	95896837	95897298	+	462	121	74	127	60	71	141	99	88	60
ENSG00000253878.1	chr8;chr8;chr8;chr8;chr8;chr8	95962265;95962453;95962999;95962999;95963278;95963350	95962587;95962587;95963037;95963037;95963624;95963624	+;+;+;+;+;+	709	195	4	190	10	101	222	155	128	5
ENSG00000245080.4	chr8;chr8;chr8;chr8;chr8	96079036;96081152;96084945;96085139;96085157	96081463;96081463;96085148;96085224;96085410	-;-;-;-;-	2894	0	0	2	0	0	0	2	0	0
ENSG00000254248.1	chr8;chr8;chr8;chr8	96083960;96090749;96097791;96099874	96084246;96090872;96097894;96100152	-;-;-;-	794	1	0	2	1	0	2	4	0	0
ENSG00000253773.1	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	96216684;96217488;96281064;96313350;96444854;96444854;96444865;96622892;96622892;96665642;96812724;96822247	96217151;96217540;96281118;96313420;96445008;96444894;96445008;96622930;96622925;96665938;96812883;96822364	+;+;+;+;+;+;+;+;+;+;+;+	1416	3	0	2	2	1	1	2	5	0
ENSG00000253351.1	chr8;chr8;chr8	96219235;96220647;96228546	96219536;96220806;96228602	-;-;-	519	0	0	0	0	0	0	0	0	0
ENSG00000253872.1	chr8;chr8;chr8;chr8;chr8	96517634;96518688;96536635;96537072;96538124	96517853;96518735;96536746;96537187;96539752	+;+;+;+;+	2125	0	1	0	0	0	0	0	0	0
ENSG00000248762.2	chr8;chr8	96998336;97005223	96999167;97005331	-;-	941	0	0	0	0	0	0	2	0	0
ENSG00000270131.1	chr8	97152800	97153172	-	373	0	1	0	0	0	0	0	0	0
ENSG00000254224.1	chr8;chr8;chr8	97247655;97249685;97250135	97247789;97249803;97250262	+;+;+	382	32	54	36	92	32	57	86	32	64
ENSG00000253105.1	chr8;chr8;chr8;chr8;chr8;chr8	97384093;97384320;97398201;97398201;97398610;97399332	97384458;97384458;97398278;97398278;97398876;97399666	-;-;-;-;-;-	1046	0	0	0	0	0	0	0	0	0
ENSG00000272249.1	chr8	98145063	98145607	-	545	0	0	0	0	0	0	0	0	0
ENSG00000270077.1	chr8	98156398	98156951	+	554	2	0	1	0	0	0	0	0	0
ENSG00000260640.1	chr8	98253970	98254432	-	463	0	0	0	0	0	0	0	0	0
ENSG00000245970.2	chr8;chr8	99053954;99055963	99055555;99056349	+;+	1989	28423	22888	21791	26450	14639	26459	21186	16236	19299
ENSG00000254267.1	chr8;chr8;chr8	99383583;99391381;99400420	99383906;99391435;99400475	-;-;-	435	0	1	1	1	7	0	3	4	0
ENSG00000272321.1	chr8	99448897	99451518	+	2622	12	2	9	2	3	16	7	4	0
ENSG00000253911.1	chr8;chr8	99615481;99618382	99615594;99618568	+;+	301	0	0	0	0	0	1	0	0	0
ENSG00000271930.1	chr8	99955823	99956326	+	504	5	4	6	4	2	2	5	8	3
ENSG00000229625.3	chr8;chr8;chr8	99973656;99977692;99980150	99973712;99977735;99980512	+;+;+	464	0	0	1	0	1	0	0	0	0
ENSG00000253948.1	chr8;chr8	100008991;100025097	100009194;100025272	-;-	380	129	46	86	49	54	121	87	63	23
ENSG00000253562.1	chr8;chr8	100103966;100106157	100104326;100106288	-;-	493	0	0	0	0	1	1	0	0	0
ENSG00000253532.1	chr8;chr8	100131580;100132332	100131696;100132809	+;+	595	1	0	0	0	0	1	1	0	0
ENSG00000253539.1	chr8;chr8	100808843;100811283	100809357;100811415	-;-	648	1	0	1	0	0	2	0	0	0
ENSG00000253217.1	chr8;chr8	101349823;101362511	101349943;101362935	+;+	546	2	4	2	2	1	2	1	0	2
ENSG00000253824.1	chr8;chr8;chr8;chr8;chr8;chr8	101393488;101393702;101407609;101408325;101422963;101426593	101393999;101393999;101407685;101408441;101422999;101426687	-;-;-;-;-;-	838	5	2	2	1	2	6	5	2	1
ENSG00000253842.1	chr8;chr8;chr8;chr8	101441062;101441122;101442793;101443122	101441596;101441596;101442896;101443225	-;-;-;-	743	0	0	0	0	0	0	0	0	1
ENSG00000253666.1	chr8;chr8;chr8;chr8	101487903;101487918;101494986;101513193	101488064;101488064;101495381;101513376	+;+;+;+	742	12	2	11	0	7	4	6	13	1
ENSG00000254364.1	chr8;chr8	101504756;101505857	101504903;101505941	+;+	233	0	0	0	1	3	1	0	0	0
ENSG00000253740.1	chr8;chr8;chr8;chr8;chr8;chr8	101630809;101630810;101631303;101631303;101632041;101632041	101630992;101630873;101631386;101631386;101632208;101632221	+;+;+;+;+;+	449	0	0	0	0	0	0	0	0	0
ENSG00000260368.1	chr8	101925475	101926616	-	1142	17	12	23	10	9	19	22	7	9
ENSG00000248599.1	chr8;chr8;chr8	102064282;102066726;102087397	102065064;102066807;102088479	+;+;+	1948	136	13	112	20	60	158	83	144	3
ENSG00000253395.1	chr8;chr8;chr8	102134373;102137208;102138205	102134442;102137385;102138386	-;-;-	430	2	0	1	0	1	1	0	0	1
ENSG00000253355.1	chr8;chr8;chr8;chr8;chr8	102141215;102141222;102145260;102145260;102145611	102141498;102141498;102145356;102145473;102145714	+;+;+;+;+	602	0	0	1	0	0	1	0	0	0
ENSG00000253737.1	chr8;chr8;chr8	102151893;102152093;102152888	102151979;102152208;102153157	+;+;+	473	0	0	0	1	1	0	0	0	0
ENSG00000261087.1	chr8	102179033	102181857	-	2825	451	106	440	102	230	562	266	408	78
ENSG00000271882.1	chr8	102220376	102220786	+	411	13	7	17	5	14	19	10	21	4
ENSG00000253679.1	chr8;chr8	102273769;102274995	102274610;102275131	-;-	979	0	1	0	0	0	1	0	0	0
ENSG00000253282.1	chr8;chr8;chr8	102299673;102299905;102305473	102299731;102300037;102306011	+;+;+	731	2	3	0	6	0	0	5	3	2
ENSG00000253644.1	chr8;chr8;chr8	102399527;102403132;102405314	102399777;102403187;102405414	-;-;-	408	0	0	0	0	0	0	0	0	0
ENSG00000254084.1	chr8;chr8	102424101;102464439	102424436;102464680	-;-	578	0	0	0	0	0	0	0	0	0
ENSG00000254024.1	chr8;chr8	102473405;102504678	102473845;102504727	-;-	491	2	0	0	1	0	0	0	4	1
ENSG00000253629.1	chr8;chr8	102698775;102701197	102699010;102701321	+;+	361	2	0	2	1	1	1	0	0	0
ENSG00000246263.2	chr8;chr8;chr8;chr8;chr8	103251622;103255837;103256233;103264027;103264027	103251928;103256349;103256349;103264402;103265561	+;+;+;+;+	2355	608	289	532	356	214	601	296	264	282
ENSG00000272037.1	chr8	103268620	103270049	+	1430	253	197	248	220	139	285	212	238	119
ENSG00000253669.3	chr8;chr8;chr8;chr8	103817745;103819050;103821162;103821162	103817803;103820781;103821794;103822199	+;+;+;+	2829	29	46	35	31	19	24	26	14	28
ENSG00000253385.1	chr8;chr8	103866683;103867606	103866754;103868303	+;+	770	2	2	0	1	0	0	1	2	4
ENSG00000253263.1	chr8;chr8	103904104;103905770	103904569;103905836	+;+	533	0	0	0	0	0	2	1	0	0
ENSG00000254281.1	chr8;chr8;chr8;chr8	103991013;104004478;104007853;104012237	103991183;104004635;104007910;104012412	+;+;+;+	563	0	0	2	0	1	5	5	0	0
ENSG00000254236.1	chr8;chr8	104032415;104033415	104032586;104033656	-;-	414	240	181	259	210	109	236	164	178	107
ENSG00000250929.2	chr8;chr8	104133260;104144821	104133441;104145194	+;+	556	0	0	0	0	0	0	1	0	0
ENSG00000247081.3	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	104169218;104177737;104178053;104178157;104184164;104184164;104203192;104203457;104215026;104246508;104258006;104258522;104258701;104279470;104279624;104280496;104280619;104280920;104280920;104290206;104297961;104298066;104298066;104298066;104298066;104298066;104298066;104310577;104310577;104310577	104169266;104178524;104178524;104178524;104184368;104184255;104203674;104203674;104215098;104246600;104258912;104258912;104258912;104279748;104279748;104280700;104280700;104281071;104281071;104290249;104298130;104298133;104298130;104298130;104298135;104298130;104298135;104311000;104310991;104310610	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3877	161	26	151	30	66	159	70	59	25
ENSG00000253851.1	chr8;chr8	104240653;104241296	104240988;104241542	-;-	583	1	0	2	0	0	1	1	0	0
ENSG00000266289.1	chr8	104395306	104396082	-	777	2	1	7	3	0	6	1	4	2
ENSG00000261670.1	chr8	104476617	104481213	+	4597	6	0	5	7	4	7	7	10	0
ENSG00000271830.1	chr8	104493494	104493847	-	354	8	5	9	2	2	12	7	12	4
ENSG00000253477.1	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	104495626;104495651;104499789;104501925;104510404;104510404;104511198;104513628	104495743;104495743;104499909;104502077;104510482;104510482;104511448;104513904	-;-;-;-;-;-;-;-	999	21	4	18	3	8	26	20	5	4
ENSG00000254041.1	chr8;chr8;chr8	106155088;106179646;106200764	106155975;106179717;106200834	-;-;-	1031	0	0	0	0	0	1	0	4	0
ENSG00000253420.1	chr8;chr8;chr8	106674580;106697117;106697973	106675169;106697154;106697993	-;-;-	649	0	0	0	0	0	0	0	0	0
ENSG00000254141.1	chr8;chr8;chr8	106682219;106688131;106690708	106682263;106688249;106691259	+;+;+	716	1	0	0	0	0	0	0	0	1
ENSG00000251003.3	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	106792474;106794615;106797033;106797232;106797283;106799295;106799295;106799677;106799677;106799677;106809168;106810319;106810553;106810553;106810553;106810553;106810553;106810555;106924033;106939870;106939879;106939879;106939879;106939879;107071309;107072363;107072609;107072609;107072609;107072609;107072609;107072609	106792795;106794711;106797445;106797445;106797445;106799449;106799449;106799824;106799824;106799824;106809452;106810670;106810670;106810670;106810670;106810670;106810670;106810670;106924097;106939945;106939945;106939945;106939945;106939945;107071364;107072462;107072689;107072719;107072671;107072695;107072705;107072752	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2213	131	92	113	119	52	136	77	65	73
ENSG00000253526.1	chr8;chr8	106838798;106845993	106838968;106846266	+;+	445	0	0	0	0	0	0	0	0	0
ENSG00000254021.1	chr8;chr8	107277663;107280891	107278072;107280969	-;-	489	0	0	0	0	0	0	0	0	0
