Rank,Ensemble ID,Name,Position (hg19),MinEnergy,Binding site(query),Binding site(target),location,SumEnergy,lncRNA,Name_lncRNA
,,,,,,,,,ENST00000553613,ENSG00000258602.1
14,ENST00000329365,OR2V1,chr5:180551358-180552304 ,-32.8,551-581,166-215,CDS,-172.9,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
15,ENST00000328275,OR2V2,chr5:180581944-180582890 ,-32.8,551-581,166-215,CDS,-201.7,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
16,ENST00000256737,ANO3,chr11:26352972-26684835 ,-32.8,319-366,4466-4513,UTR3,-818.5,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
17,ENST00000407142,PPM1F,chr22:22273801-22292956 ,-32.7,554-581,1927-1974,UTR3,-408.2,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
18,ENST00000256413,CTIF,chr18:46065418-46389588 ,-32.6,553-581,2338-2386,UTR3,-534.9,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
19,ENST00000370196,TLX1,chr10:102889258-102897545 ,-32.5,554-581,1652-1699,UTR5,-373.2,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
20,ENST00000510986,GDNF-AS1,chr5:37873528-37875901 ,-32.5,239-288,154-203,ncRNA,-280.5,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
21,ENST00000308940,OR10H5,chr19:15904762-15905892 ,-32.5,539-581,929-991,CDS,-155.8,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
22,ENST00000334920,OR10H1,chr19:15917818-15918936 ,-32.5,539-581,920-982,CDS,-115.8,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
23,ENST00000264431,RAPGEF2,chr4:160188890-160281321 ,-32.3,519-570,3436-3487,CDS,-554.4,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
24,ENST00000592572,RP11-13K12.2,chr17:75524208-75532674 ,-32.2,536-581,517-582,ncRNA,-423,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
25,ENST00000361033,TMEM239,chr20:2796949-2800930 ,-32.2,547-581,2343-2397,UTR3,-545.4,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
26,ENST00000402010,MARK2,chr11:63606401-63678491 ,-32,554-581,3901-3948,UTR3,-259.1,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
27,ENST00000310441,HCFC1,chrX:153213005-153237258 ,-32,552-581,7536-7585,UTR3,-355.6,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
28,ENST00000275191,TAAR2,chr6:132938162-132939317 ,-32,553-581,190-237,CDS,-185.4,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
29,ENST00000335496,SPATA21,chr1:16725139-16763919 ,-31.9,552-581,841-890,CDS,-191.3,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
30,ENST00000337385,KCNE1,chr21:35818990-35883613 ,-31.9,552-581,719-768,"CDS,stop_codon",-284,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
31,ENST00000569625,RP11-1012E15.1,chr14:56382446-56383044 ,-31.9,534-581,215-264,ncRNA,-136.4,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
32,ENST00000321725,STAB1,chr3:52529355-52558511 ,-31.6,242-291,4251-4300,CDS,-482.1,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
33,ENST00000369980,IRAK1,chrX:153275952-153285431 ,-31.5,554-581,570-617,CDS,-189.4,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
34,ENST00000397609,FAM98B,chr15:38746329-38779911 ,-31.4,433-482,1757-1806,UTR3,-478,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
35,ENST00000404765,BAG6,chr6:31606807-31620477 ,-31.4,553-581,3776-3824,"CDS,stop_codon",-286.4,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
36,ENST00000408472,7SK,chr8:144624281-144624568 ,-31.3,553-581,73-121,ncRNA,-99.5,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
37,ENST00000517300,7SK,chr8:144624281-144624570 ,-31.3,553-581,73-121,ncRNA,-99.5,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
38,ENST00000307271,GIMAP8,chr7:150147719-150176480 ,-31.3,473-521,1239-1287,CDS,-325.7,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
39,ENST00000607946,RP11-548H3.1,chr2:219497980-219498737 ,-31.2,528-581,131-201,ncRNA,-164.9,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
40,ENST00000290949,ATP6V0D1,chr16:67471923-67515140 ,-31.2,523-581,1655-1715,UTR3,-169.1,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
41,ENST00000322653,OR52H1,chr11:5565720-5566779 ,-31.2,535-581,708-759,CDS,-249.1,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
42,ENST00000293614,OR7G1,chr19:9225275-9226439 ,-31,338-393,312-367,CDS,-238.7,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
43,ENST00000301336,RILP,chr17:1549445-1553371 ,-30.9,554-581,112-159,UTR5,-178.7,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
44,ENST00000526177,GDPD5,chr11:75145686-75163376 ,-30.9,140-191,3557-3608,UTR3,-355.3,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
45,ENST00000302190,SDC2,chr8:97505580-97624000 ,-30.9,554-581,1903-1950,UTR3,-213.1,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
46,ENST00000319374,ZDHHC22,chr14:77597614-77608134 ,-30.8,553-581,665-713,CDS,-389.2,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
47,ENST00000378149,PGA4,chr11:60989689-60999399 ,-30.8,554-581,117-164,UTR5,-227.9,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
48,ENST00000312403,PGA5,chr11:61008515-61018920 ,-30.8,554-581,117-164,UTR5,-203.3,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
49,ENST00000378313,C19orf54,chr19:41246762-41255828 ,-30.7,553-581,1519-1566,UTR3,-271.3,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
50,ENST00000328051,SPRR4,chr1:152943143-152945050 ,-30.7,535-581,348-407,UTR3,-158,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
51,ENST00000542120,TBC1D30,chr12:65179792-65274812 ,-30.6,56-105,4299-4348,UTR3,-792,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
52,ENST00000328879,KLHL22,chr22:20795807-20850170 ,-30.6,535-581,676-727,CDS,-176.9,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
53,ENST00000331161,ENKUR,chr10:25270909-25305085 ,-30.6,552-581,3147-3194,UTR3,-330.2,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
54,ENST00000223073,RBM28,chr7:127937739-127983962 ,-30.5,356-408,3355-3407,UTR3,-1591.4,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
55,ENST00000373736,NKAIN1,chr1:31652593-31712401 ,-30.5,554-581,910-957,UTR3,-219.2,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
56,ENST00000272217,ARL8A,chr1:202102533-202113869 ,-30.4,433-482,1589-1638,UTR3,-158.4,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
57,ENST00000262494,GNAO1,chr16:56225889-56382111 ,-30.3,535-581,4504-4555,UTR3,-511.4,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
58,ENST00000367137,SLC41A1,chr1:205758222-205782304 ,-30.3,553-581,3994-4042,UTR3,-652.1,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
59,ENST00000337508,NRIP2,chr12:2934515-2944190 ,-30.2,239-289,2616-2666,UTR3,-190.9,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
60,ENST00000354410,MEF2A,chr15:100105906-100256671 ,-30.2,552-581,5125-5174,UTR3,-440.7,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
61,ENST00000306562,ZNF672,chr1:249132480-249143716 ,-30.2,554-581,152-199,UTR5,-247.9,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
62,ENST00000284240,THY1,chr11:119288091-119294838 ,-30.2,535-581,2752-2803,UTR3,-242.6,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
63,ENST00000399397,OTOG,chr11:17569376-17668697 ,-30.1,538-581,5380-5433,CDS,-649.6,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
64,ENST00000302424,TRIM8,chr10:104404254-104418164 ,-30.1,553-581,1861-1908,UTR3,-310.8,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
65,ENST00000380990,LINC00898,chr22:48016793-48027318 ,-30,554-581,3791-3838,ncRNA,-426.1,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
66,ENST00000257974,KRT82,chr12:52787716-52800139 ,-30,238-289,39-90,"UTR5,start_codon",-266.8,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
67,ENST00000250617,ARHGEF6,chrX:135747707-135864247 ,-30,552-581,4091-4140,UTR3,-589.7,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
68,ENST00000218176,KCND1,chrX:48818648-48827976 ,-30,548-581,978-1031,UTR5,-477.5,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
69,ENST00000409150,TMEM194B,chr2:191369069-191399448 ,-30,234-288,430-484,CDS,-578.8,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
70,ENST00000368223,NES,chr1:156638556-156647189 ,-29.9,534-581,1178-1227,CDS,-378.1,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
71,ENST00000539422,CTD-3193O13.9,chr19:7933606-7939326 ,-29.9,554-581,1250-1297,CDS,-458.9,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
72,ENST00000402673,SAR1B,chr5:133936835-133968678 ,-29.9,115-164,2960-3009,UTR3,-671.3,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
73,ENST00000361204,SREBF2,chr22:42229110-42303312 ,-29.8,552-581,3912-3960,UTR3,-582.5,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
74,ENST00000299415,AC007431.1,chr17:55821843-55822673 ,-29.8,535-581,574-635,UTR3,-92.1,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
75,ENST00000338056,RUNDC3B,chr7:87257730-87461611 ,-29.7,554-581,256-303,UTR5,-434.3,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
76,ENST00000280612,SLC7A11,chr4:139085252-139163503 ,-29.7,519-571,263-315,"UTR5,start_codon",-822.7,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
77,ENST00000325558,PGA3,chr11:60970853-60980570 ,-29.6,554-581,117-164,UTR5,-240.6,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
78,ENST00000596286,CTC-518B2.12,chr19:51517631-51517990 ,-29.6,51-108,106-163,ncRNA,-29.6,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
79,ENST00000382349,ONECUT3,chr19:1752373-1780987 ,-29.5,554-581,2944-2991,UTR3,-377.5,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
80,ENST00000504998,RP11-321E2.4,chr5:17444120-17484055 ,-29.4,341-391,50-100,ncRNA,-49.7,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
81,ENST00000418425,LETMD1,chr12:51442122-51454196 ,-29.4,553-581,1781-1829,UTR3,-236.6,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
82,ENST00000417054,RP11-447M12.2,chr9:137828998-137835041 ,-29.4,519-580,189-250,ncRNA,-109.1,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
83,ENST00000449307,GS1-124K5.11,chr7:65991076-66007536 ,-29.4,554-581,3894-3941,ncRNA,-827.5,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
84,ENST00000495893,PHC3,chr3:169805373-169899535 ,-29.4,554-581,1125-1172,CDS,-960.9,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
85,ENST00000330062,IDH2,chr15:90626278-90645736 ,-29.3,218-267,1018-1067,CDS,-209.4,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
86,ENST00000328834,CNOT10,chr3:32726638-32815367 ,-29.3,552-581,136-183,UTR5,-282.9,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
87,ENST00000255198,ZBED3,chr5:76367898-76383148 ,-29.3,535-581,4158-4207,UTR3,-805.8,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
88,ENST00000452639,VIPR1-AS1,chr3:42548143-42574723 ,-29.3,208-262,510-564,ncRNA,-181.6,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
89,ENST00000229307,NANOG,chr12:7941993-7948655 ,-29.3,554-581,1168-1215,UTR3,-279.2,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
90,ENST00000533371,TPP1,chr11:6634004-6640585 ,-29.3,44-93,2249-2298,UTR3,-500.1,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
91,ENST00000340736,LPHN1,chr19:14260751-14316999 ,-29.3,554-581,5569-5616,UTR3,-381.9,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
92,ENST00000562202,RP11-856M7.1,chr18:10661931-10666884 ,-29.2,229-281,1744-1796,ncRNA,-470.3,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
93,ENST00000362003,PCGF3,chr4:699555-764428 ,-29.2,553-581,5316-5364,UTR3,-574.8,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
94,ENST00000011653,CD4,chr12:6898639-6929974 ,-29.1,553-581,2900-2948,UTR3,-349.8,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
95,ENST00000406438,SMCR8,chr17:18218625-18226517 ,-29.1,554-581,3033-3080,CDS,-227.9,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
96,ENST00000504735,RP11-166D18.1,chr3:139556063-139578736 ,-29.1,233-293,124-184,ncRNA,-124.1,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
97,ENST00000270815,C1orf216,chr1:36179477-36185073 ,-29.1,240-289,2602-2651,UTR3,-294.7,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
98,ENST00000360954,HS3ST3B1,chr17:14204401-14252721 ,-29,552-581,4656-4703,UTR3,-427.6,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
99,ENST00000414483,LL22NC03-121E8.4,chr22:48535279-48536818 ,-29,552-581,59-107,ncRNA,-68,ENST00000553613,ENSG00000258602.1
,,,,,,,,,ENST00000553613,ENSG00000258602.1
100,ENST00000263946,PKP1,chr1:201252581-201302121 ,-29,244-291,4216-4263,UTR3,-334.1,ENST00000553613,ENSG00000258602.1
1,ENST00000216366,AP4S1,chr14:31494858-31555656 ,-81.1,156-209,1350-1403,UTR3,-202.4,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
2,ENST00000409819,AC079354.3,chr2:202978350-202981781 ,-80.7,156-210,505-559,ncRNA,-211.6,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
3,ENST00000563124,RP11-305A4.3,chr16:49954642-49958065 ,-78.2,156-209,1211-1264,ncRNA,-140.9,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
4,ENST00000367090,TMEM181,chr6:158957469-159056460 ,-77.8,156-210,2799-2853,UTR3,-369.9,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
5,ENST00000306085,TRIM56,chr7:100728721-100733909 ,-74.7,156-210,3379-3433,UTR3,-299.3,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
6,ENST00000394182,MMP19,chr12:56229245-56232320 ,-74.1,156-210,2178-2232,UTR3,-214.6,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
7,ENST00000543475,SMCR5,chr17:17680001-17682843 ,-74,156-209,2618-2671,ncRNA,-206.8,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
8,ENST00000447430,AC016831.7,chr7:130538480-130613408 ,-73.6,157-210,1423-1476,ncRNA,-186.7,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
9,ENST00000610020,RPAP2,chr1:92764523-92867613 ,-72.8,156-209,12864-12917,UTR3,-525.3,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
10,ENST00000399004,GIN1,chr5:102422038-102455855 ,-72,156-210,2338-2392,UTR3,-161.7,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
11,ENST00000324988,LINC00314,chr21:29385683-29395552 ,-70.1,156-210,427-481,ncRNA,-86.5,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
12,ENST00000437047,AC034187.2,chr3:8615413-8634810 ,-70,158-208,200-250,ncRNA,-140.7,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
13,ENST00000320805,NFATC2IP,chr16:28962259-28978418 ,-69.9,156-207,3853-3904,UTR3,-317.7,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
14,ENST00000382882,NELFA,chr4:1984442-2011837 ,-69.6,156-210,234-288,UTR5,-239.4,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
15,ENST00000553141,RP11-611O2.5,chr12:69235069-69237017 ,-69.4,156-207,731-782,ncRNA,-120.3,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
16,ENST00000416614,NOP14,chr4:2939661-2965112 ,-68.9,156-210,2715-2769,UTR3,-270.4,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
17,ENST00000361115,CCL28,chr5:43379296-43412493 ,-68.3,156-210,711-765,UTR3,-218.3,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
18,ENST00000544455,BRCA2,chr13:32889618-32973805 ,-68.2,156-210,10784-10838,UTR3,-371.5,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
19,ENST00000422132,NXPE3,chr3:101504245-101547073 ,-68.1,156-208,3468-3520,UTR3,-588.4,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
20,ENST00000445478,JMJD6,chr17:74708920-74722761 ,-68,156-210,3238-3292,UTR3,-375.2,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
21,ENST00000322686,RPS3A,chr4:152020782-152025069 ,-67.9,156-207,1143-1194,UTR3,-91.6,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
22,ENST00000356387,ORAI2,chr7:102073997-102097268 ,-67.9,156-207,8897-8948,UTR3,-716.5,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
23,ENST00000377921,RSU1,chr10:16632611-16859382 ,-67.6,156-210,3370-3424,UTR3,-234.5,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
24,ENST00000370132,DBT,chr1:100652476-100715390 ,-67.5,156-209,2992-3045,UTR3,-476.4,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
25,ENST00000595883,SPIB,chr19:50922196-50934570 ,-67.4,156-210,3693-3747,UTR3,-202.5,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
26,ENST00000368485,IL6R,chr1:154377670-154441926 ,-67.3,156-210,4134-4188,UTR3,-288.6,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
27,ENST00000454260,STEAP3-AS1,chr2:120001999-120006647 ,-67.1,156-210,3153-3207,ncRNA,-304.8,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
28,ENST00000371316,ACOT11,chr1:55013902-55104865 ,-66.7,156-210,6137-6191,UTR3,-334.9,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
29,ENST00000396842,EAF1,chr3:15468863-15484120 ,-66.7,156-207,3686-3737,UTR3,-227.3,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
30,ENST00000572877,RP5-1107A17.4,chr17:55060111-55062465 ,-66.6,157-207,2123-2173,ncRNA,-148.9,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
31,ENST00000444163,CASP8AP2,chr6:90539651-90570561 ,-66.3,156-210,3157-3211,ncRNA,-157.9,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
32,ENST00000400405,SIAH3,chr13:46354406-46425871 ,-66.3,156-207,3787-3838,UTR3,-251.3,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
33,ENST00000542188,TRPM1,chr15:31293554-31453476 ,-66.3,156-210,5649-5703,UTR3,-234.7,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
34,ENST00000331256,PAPL,chr19:39574946-39602133 ,-66.2,156-209,2684-2737,UTR3,-196.2,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
35,ENST00000518567,FER1L6-AS1,chr8:124996379-125053023 ,-66.2,156-207,1964-2015,ncRNA,-164.6,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
36,ENST00000356128,TRAPPC3L,chr6:116816153-116833506 ,-66.2,156-210,2359-2413,UTR3,-112.1,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
37,ENST00000555106,RP11-293M10.2,chr14:75734183-75738653 ,-66.2,156-210,307-361,ncRNA,-75.1,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
38,ENST00000555909,RP11-293M10.2,chr14:75726115-75738564 ,-66.2,156-210,531-585,ncRNA,-84.7,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
39,ENST00000340740,RINL,chr19:39358471-39368894 ,-66.2,156-207,1805-1856,UTR3,-119.7,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
40,ENST00000566019,RP11-481J2.1,chr16:58416894-58417702 ,-66.1,156-208,106-158,ncRNA,-72,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
41,ENST00000458228,ENTPD1-AS1,chr10:97778478-97849982 ,-66.1,156-207,2942-2993,ncRNA,-193,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
42,ENST00000437048,VPS53,chr17:411909-618096 ,-66,156-209,3756-3809,UTR3,-754.2,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
43,ENST00000382349,ONECUT3,chr19:1752373-1780987 ,-66,156-206,6075-6125,UTR3,-292.5,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
44,ENST00000287675,EXOG,chr3:38537764-38567442 ,-66,158-210,2553-2605,UTR3,-118.9,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
45,ENST00000326866,ZFP42,chr4:188916926-188926204 ,-65.9,156-210,1821-1875,UTR3,-165.5,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
46,ENST00000425583,OCIAD1,chr4:48833245-48863834 ,-65.9,156-210,1554-1608,UTR3,-151.2,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
47,ENST00000223114,MOGAT3,chr7:100838289-100844302 ,-65.9,156-207,1341-1392,UTR3,-229.1,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
48,ENST00000432984,AC079988.3,chr2:121935904-121940156 ,-65.9,157-210,217-270,ncRNA,-75.5,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
49,ENST00000564831,APOBR,chr16:28505971-28510291 ,-65.8,156-210,3674-3728,UTR3,-151.5,ENST00000566869,ENSG00000265408.1
,,,,,,,,,ENST00000566869,ENSG00000265408.1
50,ENST00000447706,DDX59,chr1:200593025-200639035 ,-65.6,156-210,2630-2684,UTR3,-129.8,ENST00000566869,ENSG00000265408.1
